CO(GT),NOx(GT),Time,T
2.2,262.0,17,13.3
2.0,212.0,18,13.4
2.1,245.0,19,13.3
2.1,263.0,20,12.9
2.1,300.0,21,12.4
1.6,242.0,22,12.1
1.1,152.0,23,11.3
1.2,165.0,00,11.0
1.6,215.0,01,5.3
2.5,300.0,02,5.9
1.9,253.0,04,4.3
1.4,181.0,05,4.2
1.5,171.0,06,3.5
1.4,168.0,07,3.0
1.1,169.0,08,2.6
1.0,145.0,09,3.9
1.2,190.0,10,4.7
1.7,225.0,11,6.8
2.3,261.0,12,8.6
2.2,382.0,13,9.5
2.4,357.0,14,10.9
2.2,299.0,15,12.5
2.1,313.0,16,12.8
3.0,510.0,17,10.9
4.7,832.0,18,9.0
3.6,622.0,19,8.1
2.5,402.0,20,7.8
2.3,334.0,21,6.2
2.1,295.0,22,5.7
1.7,222.0,23,5.6
1.8,230.0,00,4.7
1.6,195.0,01,4.5
1.3,167.0,02,4.5
1.3,148.0,04,3.2
1.1,123.0,05,3.1
1.0,148.0,06,2.4
1.0,143.0,07,3.1
1.2,180.0,08,2.1
1.3,226.0,09,3.3
1.6,254.0,10,4.1
2.2,372.0,11,6.6
2.2,379.0,12,8.0
2.8,478.0,13,10.3
2.1,344.0,14,12.3
1.6,258.0,15,13.5
2.8,474.0,16,13.4
2.6,438.0,17,9.9
2.8,451.0,18,8.9
2.9,473.0,19,8.9
3.4,560.0,20,8.3
1.7,226.0,01,9.5
1.9,259.0,02,9.1
2.0,260.0,04,7.9
1.7,242.0,05,7.6
1.8,267.0,06,7.5
2.2,411.0,07,7.9
3.7,670.0,08,8.6
4.8,830.0,09,9.1
4.8,845.0,10,9.8
5.2,992.0,11,11.2
5.9,1130.0,12,12.8
5.9,977.0,13,13.4
3.1,459.0,14,14.3
2.6,346.0,15,14.6
2.8,383.0,16,14.2
2.8,414.0,17,13.8
2.8,370.0,18,13.6
3.1,400.0,19,13.4
3.3,378.0,20,13.5
2.7,357.0,21,13.4
2.3,333.0,22,13.2
1.6,227.0,23,13.2
1.6,203.0,00,12.5
1.7,210.0,01,12.3
1.6,198.0,02,12.5
0.9,89.0,05,10.7
0.8,101.0,06,12.4
0.7,104.0,07,12.3
1.1,192.0,08,11.4
1.5,237.0,09,11.1
1.5,211.0,10,13.4
1.6,230.0,11,15.9
1.6,240.0,12,15.6
2.0,295.0,13,16.3
1.7,243.0,14,16.5
1.5,196.0,15,16.3
2.0,237.0,16,16.2
1.9,274.0,17,15.6
2.1,352.0,18,14.5
2.8,488.0,19,14.0
2.7,426.0,20,13.5
2.4,376.0,21,12.6
1.6,237.0,22,12.0
1.7,199.0,23,10.5
1.3,164.0,00,10.0
1.4,142.0,01,9.8
1.2,142.0,02,8.0
1.0,127.0,04,7.0
0.6,73.0,05,7.2
0.7,100.0,06,6.7
1.0,126.0,07,6.4
1.7,284.0,08,6.0
3.0,419.0,09,6.3
2.4,432.0,10,7.7
2.2,310.0,11,10.2
2.6,446.0,12,11.3
2.5,464.0,13,10.6
3.0,505.0,14,11.1
3.3,564.0,15,12.6
3.8,625.0,16,13.3
3.6,590.0,17,11.2
5.0,712.0,18,8.8
5.7,723.0,19,7.2
5.0,707.0,20,6.5
4.8,737.0,21,5.8
3.9,646.0,22,5.5
3.3,536.0,23,5.8
3.4,567.0,00,5.4
2.4,357.0,01,6.4
1.4,187.0,02,7.0
1.2,169.0,04,7.9
1.2,184.0,05,7.4
1.2,205.0,06,7.7
1.3,213.0,07,8.1
2.3,415.0,08,6.7
3.4,583.0,09,6.8
3.0,462.0,10,8.9
2.5,387.0,11,11.6
2.7,414.0,12,13.5
2.8,440.0,13,13.8
3.6,516.0,14,13.4
3.1,495.0,15,12.9
4.3,643.0,16,13.3
4.6,725.0,17,13.0
4.3,683.0,18,12.5
4.3,681.0,19,12.2
5.5,833.0,20,12.6
3.4,514.0,21,13.3
2.4,371.0,22,13.5
1.6,213.0,23,14.1
1.7,242.0,00,14.0
1.6,241.0,01,13.5
1.3,218.0,02,13.2
0.6,54.0,05,13.5
0.6,60.0,06,12.5
0.5,55.0,07,13.2
0.6,93.0,08,13.1
0.7,81.0,09,13.8
0.9,109.0,10,13.7
1.5,251.0,11,14.0
1.9,284.0,12,15.0
1.9,262.0,13,16.9
2.2,256.0,14,16.6
3.8,310.0,15,16.4
2.0,269.0,16,16.1
2.2,348.0,17,15.7
3.3,396.0,18,15.4
2.7,432.0,19,15.2
2.6,419.0,20,14.7
2.5,412.0,21,14.4
1.5,223.0,22,14.3
1.9,242.0,23,14.0
2.0,288.0,00,13.7
1.7,209.0,01,13.1
1.2,141.0,02,13.2
0.6,66.0,04,12.9
0.4,303.0,07,12.3
2.6,620.0,08,12.8
3.5,590.0,09,13.1
2.1,592.0,10,12.8
2.1,698.0,11,13.1
1.7,482.0,12,13.7
2.6,575.0,13,14.0
2.6,548.0,14,14.4
2.4,498.0,15,14.1
2.4,479.0,16,14.1
2.0,420.0,17,14.1
2.0,378.0,18,14.0
3.1,340.0,19,13.8
3.3,399.0,20,13.4
3.3,449.0,21,13.2
2.6,374.0,22,13.0
1.7,244.0,23,12.7
1.8,256.0,00,12.0
1.5,212.0,01,13.2
1.1,146.0,02,12.4
0.7,96.0,04,11.8
0.7,106.0,05,12.3
0.9,115.0,06,12.0
1.3,236.0,07,11.7
3.2,583.0,08,12.1
5.1,662.0,09,12.5
3.7,528.0,10,12.8
3.2,549.0,11,13.4
3.1,531.0,12,13.4
3.0,493.0,13,13.6
3.6,527.0,14,13.8
3.2,487.0,15,13.7
3.9,581.0,16,13.6
3.4,531.0,17,13.4
3.9,495.0,18,13.3
3.6,487.0,19,13.2
4.7,596.0,20,12.9
4.1,595.0,21,12.6
3.4,559.0,22,12.0
3.5,586.0,23,11.9
1.2,399.0,00,12.0
2.4,399.0,01,11.4
2.1,381.0,02,11.2
1.0,183.0,05,10.0
1.4,357.0,06,9.2
1.8,479.0,07,8.8
3.8,852.0,08,8.7
4.1,822.0,09,8.9
4.4,910.0,10,9.9
3.5,800.0,11,11.8
3.5,758.0,12,13.0
3.8,647.0,13,14.7
3.1,431.0,14,15.1
3.4,491.0,15,15.7
3.3,476.0,16,15.8
3.4,538.0,17,14.6
4.7,621.0,18,14.3
5.7,728.0,19,14.1
5.6,716.0,20,13.1
5.9,782.0,21,12.0
3.6,550.0,22,10.7
2.5,377.0,23,10.0
2.9,391.0,00,9.4
2.5,433.0,01,8.5
1.7,287.0,02,8.4
1.1,192.0,04,6.2
0.9,161.0,05,7.0
1.0,194.0,06,6.5
1.6,343.0,07,7.7
3.1,624.0,08,8.2
4.1,758.0,09,8.8
3.9,760.0,10,9.7
3.6,713.0,11,11.7
3.2,615.0,12,13.1
2.2,319.0,13,14.2
2.4,338.0,14,14.2
2.7,380.0,15,14.0
2.7,366.0,16,13.5
3.9,567.0,17,12.3
5.2,702.0,18,11.4
4.0,523.0,19,10.8
2.9,373.0,20,11.0
3.3,467.0,21,9.5
2.0,260.0,22,8.8
1.8,244.0,23,8.0
2.7,317.0,00,7.6
1.8,224.0,01,7.1
1.3,176.0,02,7.1
1.1,103.0,04,5.1
1.6,367.0,05,4.3
1.3,326.0,06,5.3
1.4,374.0,07,5.7
5.0,756.0,08,6.8
4.3,690.0,09,6.9
4.1,754.0,10,8.0
3.8,750.0,11,9.3
3.1,590.0,12,10.2
3.3,525.0,13,11.0
3.1,406.0,14,11.3
2.7,360.0,15,12.2
3.4,448.0,16,11.9
5.0,733.0,17,10.3
5.7,847.0,18,8.2
5.8,765.0,19,7.9
5.8,715.0,20,8.3
5.0,716.0,21,8.2
1.7,235.0,22,8.3
1.6,198.0,23,6.7
2.3,293.0,00,6.4
2.4,356.0,01,4.9
2.0,285.0,02,4.8
1.1,158.0,05,3.4
1.0,95.0,06,4.2
1.3,148.0,07,3.5
1.9,337.0,08,3.5
2.6,453.0,09,4.0
2.7,497.0,10,4.5
2.4,448.0,11,5.6
2.7,496.0,12,7.5
3.1,535.0,13,8.9
4.4,644.0,14,10.6
3.2,459.0,15,12.3
2.9,409.0,16,12.2
3.0,515.0,17,10.5
3.7,640.0,18,8.7
5.2,816.0,19,7.9
3.3,505.0,20,7.6
3.6,560.0,21,6.5
2.3,389.0,22,5.9
3.0,492.0,23,5.2
3.8,531.0,00,5.2
3.2,487.0,01,4.9
2.1,293.0,02,5.1
1.7,219.0,04,3.7
1.4,198.0,05,4.5
1.2,166.0,06,4.7
1.4,255.0,07,3.9
1.4,312.0,08,5.7
1.7,236.0,09,6.1
1.0,172.0,10,9.0
1.0,138.0,11,10.7
0.8,121.0,12,11.1
1.0,143.0,13,11.9
0.8,114.0,14,11.4
0.7,107.0,15,11.3
1.1,176.0,16,11.0
1.1,180.0,17,10.3
1.2,212.0,18,8.4
2.0,331.0,19,8.3
2.2,369.0,20,8.1
1.5,274.0,21,7.7
1.2,199.0,22,7.0
1.5,248.0,23,6.6
1.4,197.0,00,6.4
1.2,147.0,01,6.0
1.0,135.0,02,4.4
0.7,95.0,04,3.7
0.5,94.0,05,2.6
0.7,121.0,06,3.2
1.0,131.0,07,3.6
3.0,552.0,08,1.8
4.1,614.0,09,2.4
3.1,530.0,10,4.6
3.8,721.0,11,8.2
2.7,474.0,12,10.5
3.1,514.0,13,11.1
3.1,504.0,14,11.1
3.2,508.0,15,12.4
3.3,529.0,16,12.9
4.0,676.0,17,11.4
8.6,1216.0,18,9.2
8.7,1230.0,19,7.8
3.6,582.0,20,7.2
3.0,460.0,21,6.0
1.9,340.0,22,5.3
1.9,298.0,23,4.2
1.6,300.0,00,3.4
1.4,223.0,01,3.0
1.0,151.0,02,3.2
0.8,125.0,05,3.1
0.9,181.0,06,4.2
1.5,341.0,07,3.4
3.1,552.0,08,3.9
5.1,839.0,09,4.3
5.8,1049.0,10,5.6
3.8,796.0,11,5.5
4.4,999.0,12,5.1
4.9,1022.0,13,5.5
5.2,1023.0,14,5.5
4.6,1065.0,15,5.0
4.8,1098.0,16,5.2
4.9,1099.0,17,5.3
4.9,939.0,18,5.0
5.5,875.0,19,5.1
4.2,745.0,20,6.4
1.5,339.0,21,10.3
0.1,135.0,22,11.3
0.2,167.0,23,9.8
0.9,232.0,00,9.5
1.0,273.0,01,9.9
0.4,165.0,02,9.9
0.1,130.0,07,5.6
0.7,265.0,08,7.0
1.2,314.0,09,7.1
0.2,194.0,10,6.4
0.3,193.0,13,8.6
0.6,263.0,14,10.0
0.2,176.0,15,9.4
0.2,168.0,16,9.2
0.7,170.0,17,8.7
1.8,234.0,18,8.9
2.2,256.0,19,8.6
2.3,257.0,20,9.0
2.6,317.0,21,9.2
1.1,135.0,22,8.8
1.2,159.0,23,8.8
1.8,186.0,00,8.7
1.1,102.0,01,8.6
0.9,75.0,02,8.5
0.6,41.0,04,7.8
0.6,50.0,05,7.1
0.9,189.0,06,7.0
1.0,182.0,07,7.5
3.4,636.0,08,7.0
4.2,704.0,09,7.6
4.4,854.0,10,8.3
2.9,652.0,11,12.4
2.6,529.0,12,13.9
2.6,438.0,13,14.4
3.0,438.0,14,14.8
2.3,378.0,15,15.1
3.0,482.0,16,15.4
4.5,709.0,17,13.7
6.0,796.0,18,11.5
4.3,605.0,19,10.4
3.4,472.0,20,9.9
2.8,411.0,21,8.7
2.1,264.0,22,8.1
1.7,217.0,23,7.3
1.8,211.0,00,8.0
1.6,179.0,01,6.8
1.4,135.0,02,6.7
1.3,284.0,05,5.5
1.6,357.0,06,5.9
2.4,469.0,07,6.4
4.5,766.0,08,7.2
5.7,875.0,09,7.9
4.3,800.0,10,8.3
4.2,815.0,11,9.3
4.5,841.0,12,10.2
5.0,827.0,13,11.1
2.9,402.0,14,12.8
3.0,415.0,15,13.1
3.3,435.0,16,13.5
1.4,570.0,17,13.4
2.3,530.0,18,12.1
1.6,617.0,19,12.0
4.9,983.0,20,10.4
6.4,1200.0,21,9.4
3.5,1028.0,22,8.9
1.7,797.0,23,8.1
2.6,977.0,00,7.3
1.6,811.0,01,7.3
1.5,757.0,02,7.1
0.5,388.0,04,7.0
0.9,497.0,05,5.7
0.4,582.0,06,5.2
0.5,574.0,07,5.6
0.8,588.0,08,6.3
1.4,645.0,09,6.9
1.6,643.0,10,9.2
1.5,628.0,11,11.6
1.0,547.0,12,14.0
1.0,461.0,13,15.0
1.3,455.0,14,14.9
0.1,244.0,15,15.8
0.1,310.0,18,13.4
0.4,391.0,19,12.2
0.7,444.0,20,11.3
2.7,794.0,21,9.7
2.1,716.0,22,8.4
1.3,565.0,23,8.2
0.8,451.0,00,8.0
0.1,248.0,02,4.0
0.3,43.0,05,6.6
0.5,86.0,06,7.0
0.6,152.0,07,6.6
1.8,341.0,08,7.2
2.0,355.0,09,6.9
1.4,327.0,10,8.7
0.6,240.0,11,10.0
0.5,217.0,12,11.8
0.7,191.0,13,10.7
1.1,256.0,15,10.7
1.3,287.0,16,10.6
1.0,278.0,17,8.9
1.5,302.0,18,7.8
1.5,259.0,19,7.3
1.2,221.0,20,6.9
0.3,142.0,21,6.6
0.2,180.0,08,4.3
0.7,243.0,09,4.2
0.5,236.0,10,3.4
0.4,297.0,11,5.0
0.3,235.0,12,5.7
0.3,186.0,13,5.2
0.4,196.0,14,4.7
0.2,167.0,15,4.5
0.4,211.0,16,5.1
0.4,194.0,17,5.0
0.7,206.0,18,4.3
1.0,211.0,19,4.3
1.1,197.0,20,4.3
0.3,139.0,21,3.5
0.1,113.0,22,4.1
0.3,227.0,08,3.3
0.6,250.0,09,3.5
0.3,219.0,10,4.3
0.1,211.0,11,4.5
0.1,189.0,12,4.3
0.2,180.0,13,4.3
0.5,197.0,14,4.9
0.3,198.0,15,5.6
0.3,203.0,16,5.7
0.3,188.0,17,4.8
1.0,294.0,18,5.1
1.4,302.0,19,5.3
1.4,261.0,20,4.9
1.1,232.0,21,4.7
0.4,154.0,22,4.6
0.2,120.0,23,4.0
0.2,117.0,00,4.2
0.2,108.0,01,4.5
0.2,97.0,02,4.1
0.4,27.0,05,4.1
0.5,81.0,06,4.3
0.7,129.0,07,4.6
1.9,336.0,08,4.6
2.4,335.0,09,4.8
2.0,318.0,10,5.9
1.3,201.0,11,7.0
1.0,166.0,12,6.6
1.2,192.0,13,6.6
1.5,198.0,14,7.3
1.3,198.0,15,7.3
1.5,223.0,16,7.0
1.5,224.0,17,6.5
2.1,266.0,18,5.7
2.6,326.0,19,5.0
3.0,343.0,20,4.7
2.0,243.0,21,4.5
1.4,177.0,22,4.3
1.3,155.0,23,4.0
1.2,143.0,00,3.7
1.1,124.0,01,3.3
0.9,94.0,02,3.0
0.6,56.0,04,3.6
0.5,58.0,05,4.0
0.6,105.0,06,4.1
0.7,122.0,07,4.1
1.6,274.0,08,4.2
2.2,342.0,09,4.1
1.8,296.0,10,4.3
1.5,279.0,11,4.6
1.8,325.0,12,4.5
1.4,222.0,13,4.4
2.1,279.0,14,4.7
1.6,248.0,15,4.2
1.3,193.0,16,3.4
0.7,70.0,02,1.9
0.5,37.0,04,1.4
0.5,33.0,05,1.0
0.4,43.0,06,1.4
0.5,73.0,07,1.6
0.8,125.0,08,1.4
1.1,154.0,09,1.7
1.1,140.0,10,2.5
1.1,150.0,11,2.9
1.1,139.0,12,3.6
1.1,135.0,13,3.1
1.2,152.0,14,3.4
1.0,121.0,15,3.7
1.2,122.0,16,4.4
1.3,167.0,17,4.0
1.4,165.0,18,3.3
1.3,190.0,19,3.1
1.4,176.0,20,2.8
1.5,196.0,21,3.1
1.0,103.0,22,2.9
1.0,91.0,23,2.8
1.1,119.0,00,2.9
1.3,147.0,01,3.8
1.0,101.0,02,3.2
0.6,55.0,05,3.1
0.5,51.0,06,3.0
0.4,53.0,07,2.8
0.5,74.0,08,2.7
0.7,113.0,09,3.3
0.8,107.0,10,4.6
0.8,101.0,11,5.6
1.0,129.0,12,7.2
0.9,126.0,13,6.9
0.9,132.0,14,8.2
0.9,101.0,15,7.6
1.0,128.0,16,7.9
1.0,170.0,17,7.8
1.1,174.0,18,6.3
1.2,215.0,19,5.4
1.6,248.0,20,5.0
1.7,247.0,21,4.6
1.1,154.0,22,4.3
1.3,186.0,23,4.0
1.7,231.0,00,2.9
1.5,174.0,01,3.4
0.8,68.0,02,4.0
0.4,39.0,04,3.7
0.4,39.0,05,3.4
0.4,54.0,06,3.7
0.7,158.0,07,3.7
1.8,350.0,08,3.7
3.5,584.0,10,6.6
2.8,478.0,11,10.0
3.1,563.0,12,11.9
2.5,414.0,13,12.5
2.7,398.0,14,13.2
2.9,451.0,15,13.5
3.2,503.0,16,14.1
4.1,640.0,17,13.0
6.1,843.0,18,10.4
6.8,954.0,19,8.6
6.8,984.0,20,7.3
3.7,586.0,21,6.3
2.1,360.0,22,5.4
1.4,231.0,23,5.1
1.3,200.0,00,4.2
1.1,153.0,01,4.1
1.0,135.0,02,4.1
0.8,196.0,04,2.5
0.9,208.0,05,1.8
1.1,241.0,06,2.0
1.6,417.0,07,2.2
3.7,896.0,08,3.1
4.8,966.0,09,3.7
4.1,878.0,10,4.4
4.5,985.0,11,5.8
4.5,1017.0,12,7.3
3.7,683.0,13,9.5
4.2,660.0,14,11.8
3.3,492.0,15,12.7
3.2,497.0,16,13.5
3.6,562.0,17,12.3
3.5,539.0,18,10.8
4.1,502.0,19,9.4
4.0,452.0,20,8.3
3.3,357.0,21,7.8
3.0,289.0,22,7.3
2.6,221.0,23,6.7
2.6,204.0,00,6.6
2.6,183.0,01,6.4
2.9,222.0,02,5.3
2.5,210.0,04,3.3
2.0,185.0,05,3.7
2.2,257.0,06,2.6
2.4,297.0,07,3.5
4.0,573.0,08,2.7
6.7,883.0,09,2.8
5.6,824.0,10,5.8
4.3,693.0,11,9.7
4.0,714.0,12,12.7
2.6,388.0,13,13.7
2.2,337.0,14,13.7
1.9,326.0,15,14.1
1.8,329.0,16,14.5
3.1,465.0,17,13.2
4.8,612.0,18,10.5
5.8,759.0,19,8.9
5.9,771.0,20,8.2
4.1,655.0,21,6.7
1.8,332.0,22,5.8
1.7,287.0,23,4.9
1.7,242.0,00,4.5
1.5,242.0,01,3.9
1.1,192.0,02,3.4
0.3,142.0,05,1.2
0.4,194.0,06,2.1
0.6,216.0,07,1.3
3.0,728.0,08,1.3
5.6,975.0,09,2.1
4.9,947.0,10,5.1
3.5,790.0,11,8.5
2.2,551.0,12,11.5
2.7,565.0,13,12.2
2.7,532.0,14,13.5
2.1,459.0,15,14.9
2.0,407.0,16,15.7
2.4,434.0,17,14.7
6.7,980.0,18,12.2
6.4,966.0,19,10.3
3.9,646.0,20,9.3
2.7,471.0,21,8.3
3.0,528.0,22,6.3
2.1,378.0,23,6.5
1.2,235.0,00,6.0
1.2,217.0,01,5.1
0.7,141.0,02,4.7
0.8,158.0,04,5.0
0.4,87.0,05,3.9
0.7,194.0,06,1.8
1.4,401.0,07,1.8
4.0,887.0,08,2.3
3.9,654.0,09,4.4
3.1,566.0,10,7.7
3.2,649.0,11,12.1
1.5,309.0,12,15.0
1.2,229.0,13,14.5
1.9,312.0,14,12.9
1.5,276.0,15,12.1
1.4,236.0,16,11.3
1.9,312.0,17,11.4
2.2,345.0,18,9.1
3.0,386.0,19,8.1
2.6,356.0,20,7.7
2.8,467.0,21,7.1
1.6,287.0,22,6.3
1.3,239.0,23,6.0
1.6,266.0,00,5.5
1.5,261.0,01,4.9
1.3,223.0,02,4.1
2.0,272.0,04,1.5
1.3,226.0,05,1.0
0.9,250.0,06,0.8
1.4,402.0,07,1.3
3.1,708.0,08,2.0
4.1,759.0,09,4.1
1.3,302.0,10,7.5
0.9,210.0,11,9.0
1.0,180.0,12,9.2
1.0,165.0,13,9.3
1.1,180.0,14,9.3
0.8,147.0,15,9.7
1.0,177.0,16,9.6
0.9,157.0,17,8.6
0.9,195.0,18,7.2
1.6,263.0,19,6.4
1.4,239.0,20,6.0
1.4,267.0,21,5.5
1.1,214.0,22,4.9
1.2,236.0,23,4.2
1.8,251.0,00,4.0
1.4,255.0,01,3.7
1.4,235.0,02,3.1
0.8,95.0,05,1.2
0.7,95.0,06,1.0
0.7,100.0,07,0.6
0.6,110.0,08,0.8
0.8,149.0,09,0.3
1.3,197.0,10,4.1
2.0,351.0,11,8.0
1.7,249.0,12,10.7
1.2,188.0,13,11.1
1.0,127.0,14,10.6
0.8,96.0,15,10.3
1.0,138.0,16,10.2
1.4,217.0,17,9.2
1.1,186.0,18,6.9
1.6,227.0,19,6.0
1.8,252.0,20,5.8
1.4,193.0,21,5.8
1.1,158.0,22,5.4
1.0,150.0,23,5.1
1.1,130.0,00,4.8
1.0,104.0,01,4.5
0.8,86.0,02,4.3
0.6,67.0,04,3.8
0.6,75.0,05,3.3
0.6,97.0,06,3.6
0.8,177.0,07,3.4
2.3,433.0,08,2.9
2.8,471.0,09,5.6
2.1,346.0,10,7.5
1.7,262.0,11,10.8
1.4,221.0,12,12.9
1.6,265.0,13,12.2
1.4,219.0,14,12.0
1.3,235.0,15,12.2
1.4,227.0,16,12.0
1.7,285.0,17,10.5
1.9,291.0,18,8.7
2.3,295.0,19,7.8
2.0,243.0,20,7.2
1.6,209.0,21,7.1
1.0,147.0,22,7.1
0.9,117.0,23,7.2
0.9,105.0,00,6.9
0.9,84.0,01,7.0
0.5,51.0,02,7.1
0.5,54.0,04,6.0
0.6,74.0,05,6.4
0.6,114.0,06,6.1
1.0,228.0,07,5.9
2.1,455.0,08,6.0
2.9,493.0,09,6.6
2.2,410.0,10,8.7
1.6,277.0,11,10.5
1.8,340.0,12,11.4
1.5,238.0,13,12.7
2.2,323.0,14,13.3
1.6,286.0,15,13.9
1.5,271.0,16,13.6
4.0,490.0,21,8.5
4.0,550.0,22,8.3
3.6,422.0,23,7.1
4.2,541.0,00,5.8
4.3,599.0,01,5.3
3.6,490.0,02,5.0
1.4,214.0,05,4.1
1.4,274.0,06,4.6
1.6,338.0,07,5.2
2.3,496.0,08,6.0
2.4,433.0,09,7.1
2.7,496.0,10,7.8
3.4,615.0,11,9.0
3.1,551.0,12,10.0
3.6,575.0,13,10.8
3.8,575.0,14,11.0
3.3,574.0,15,11.0
3.4,582.0,16,10.9
3.7,658.0,17,11.1
4.6,851.0,18,11.0
5.0,903.0,19,11.0
5.7,952.0,20,11.4
5.2,894.0,21,11.1
5.0,839.0,22,10.2
4.5,743.0,23,10.1
4.1,671.0,00,9.9
4.1,689.0,01,9.4
3.1,478.0,02,9.4
2.8,345.0,04,8.9
2.9,373.0,05,8.5
2.6,324.0,06,8.3
2.6,341.0,07,8.1
2.8,424.0,08,8.7
3.3,522.0,09,9.5
3.2,492.0,10,11.0
3.3,492.0,11,14.1
1.5,204.0,12,16.3
1.2,142.0,13,18.7
1.1,118.0,14,19.5
1.7,126.0,15,19.9
1.0,115.0,16,19.4
1.0,137.0,17,17.1
2.6,212.0,18,15.5
2.5,354.0,19,14.8
2.1,331.0,20,13.9
1.0,141.0,21,13.7
1.3,228.0,22,12.5
1.5,228.0,23,11.8
1.4,203.0,00,10.9
1.6,215.0,01,10.1
1.1,142.0,02,9.8
0.5,66.0,04,8.3
0.4,54.0,05,7.7
0.7,121.0,06,6.9
0.7,141.0,07,9.0
2.3,388.0,08,9.4
2.5,366.0,09,10.3
1.7,254.0,10,11.5
2.5,164.0,11,11.7
2.1,142.0,12,11.8
1.1,162.0,13,12.0
1.3,177.0,14,13.7
1.1,157.0,15,12.6
1.1,162.0,16,13.0
1.4,209.0,17,13.6
2.3,304.0,18,11.8
4.2,484.0,19,10.7
3.5,399.0,20,10.4
3.0,390.0,21,9.7
1.7,287.0,22,9.4
1.6,202.0,23,8.8
1.0,126.0,00,8.7
0.8,87.0,01,8.5
0.6,59.0,02,8.0
0.3,28.0,05,6.9
0.4,64.0,06,6.1
0.5,123.0,07,6.0
1.5,363.0,08,6.1
2.1,416.0,09,6.5
1.6,286.0,10,9.4
1.0,198.0,11,11.3
1.2,216.0,12,12.8
1.3,211.0,13,12.3
1.4,199.0,14,12.0
1.0,161.0,15,11.9
1.4,218.0,16,12.1
1.5,252.0,17,11.5
2.4,337.0,18,10.4
2.8,357.0,19,9.5
3.1,410.0,20,8.9
3.1,445.0,21,8.2
2.0,314.0,22,7.4
2.1,366.0,23,6.6
1.9,336.0,00,6.3
2.5,387.0,01,5.2
2.0,320.0,02,4.4
1.1,237.0,04,3.3
0.8,224.0,05,3.2
0.9,237.0,06,3.6
1.6,454.0,07,3.5
3.6,854.0,08,5.2
3.3,758.0,09,7.8
2.1,428.0,10,8.9
1.3,205.0,11,9.1
1.1,205.0,12,9.1
1.5,226.0,13,9.6
1.5,199.0,14,8.5
1.6,253.0,15,9.3
1.5,259.0,16,8.9
1.6,252.0,17,8.2
2.2,313.0,18,7.4
3.4,433.0,19,7.0
5.6,611.0,20,6.6
5.2,626.0,21,5.9
2.8,408.0,22,5.0
2.4,357.0,23,5.8
2.7,375.0,00,5.4
2.6,326.0,01,5.7
2.3,326.0,02,5.7
0.6,72.0,04,5.7
0.5,49.0,05,6.9
0.5,59.0,06,6.9
1.0,220.0,07,6.4
2.6,602.0,08,6.6
2.7,485.0,09,7.7
1.8,295.0,10,10.1
1.2,217.0,11,9.0
1.3,236.0,12,8.7
1.4,196.0,13,8.3
1.8,233.0,14,8.9
1.3,207.0,15,8.9
1.4,198.0,16,9.0
1.4,212.0,17,9.3
2.4,280.0,18,8.4
2.8,315.0,19,7.6
3.3,378.0,20,7.4
2.5,320.0,21,7.4
2.1,265.0,22,6.9
1.2,129.0,23,7.1
1.2,129.0,00,6.9
1.3,172.0,01,6.8
1.0,100.0,02,6.3
0.4,36.0,05,6.9
0.5,79.0,06,6.4
0.7,128.0,07,6.4
2.1,456.0,08,6.9
2.5,477.0,09,8.4
2.0,342.0,10,10.8
1.4,254.0,11,11.2
1.3,231.0,12,11.8
1.4,213.0,13,11.5
1.6,208.0,14,10.9
1.7,270.0,15,11.3
1.8,276.0,16,11.6
2.4,375.0,17,11.1
2.8,395.0,18,9.7
3.3,421.0,19,8.5
4.8,632.0,20,8.3
2.8,424.0,21,8.0
2.4,369.0,22,7.0
2.9,484.0,23,5.4
2.7,456.0,00,4.1
2.1,373.0,01,3.1
1.5,228.0,02,3.1
0.9,117.0,04,2.3
0.8,108.0,05,1.9
0.8,126.0,06,1.9
1.1,235.0,07,0.9
1.9,339.0,08,0.6
2.5,399.0,09,2.1
2.2,346.0,10,3.1
2.1,407.0,11,4.2
2.3,393.0,12,7.4
1.2,166.0,13,11.2
1.2,157.0,14,13.8
1.1,141.0,15,12.4
1.1,144.0,16,12.8
1.4,191.0,17,13.5
1.7,255.0,18,11.6
2.5,379.0,19,10.9
2.7,427.0,20,10.4
3.1,509.0,21,9.7
2.8,459.0,22,9.1
1.9,293.0,23,9.3
1.9,269.0,00,9.4
1.7,244.0,01,8.5
2.2,293.0,02,7.8
1.5,177.0,04,8.2
0.8,81.0,05,8.4
0.5,42.0,06,8.0
0.5,61.0,07,7.8
0.7,101.0,08,8.0
0.7,98.0,09,8.8
0.9,114.0,10,10.1
1.0,118.0,11,10.6
1.1,120.0,12,9.1
1.1,151.0,13,7.9
1.0,131.0,14,8.0
1.1,145.0,15,8.4
1.3,156.0,16,8.6
1.2,151.0,17,8.4
1.3,173.0,18,8.0
1.1,154.0,19,7.1
1.5,221.0,20,7.4
1.4,193.0,21,7.7
1.1,130.0,22,7.7
1.3,156.0,23,7.7
1.4,148.0,00,6.7
1.1,93.0,01,6.6
0.8,66.0,02,5.7
0.5,50.0,05,3.9
0.6,77.0,06,3.3
1.2,183.0,07,4.2
2.2,256.0,08,5.1
2.9,355.0,09,4.6
2.9,491.0,10,3.8
2.0,387.0,11,6.2
1.7,384.0,12,7.7
2.2,368.0,13,8.1
1.8,258.0,14,8.1
1.6,231.0,15,6.9
1.9,290.0,16,7.0
